Id,ActivityHour,Calories,TotalIntensity,AverageIntensity,ActivityDate
1503960366,2016-03-22 05:00:00,47,0,0.0,2016-03-22
1503960366,2016-03-22 06:00:00,47,0,0.0,2016-03-22
1503960366,2016-03-22 07:00:00,47,0,0.0,2016-03-22
1503960366,2016-03-22 08:00:00,50,2,0.033333,2016-03-22
1503960366,2016-03-22 09:00:00,135,26,0.433333,2016-03-22
1503960366,2016-03-22 10:00:00,90,24,0.4,2016-03-22
1503960366,2016-03-22 11:00:00,76,14,0.233333,2016-03-22
1503960366,2016-03-22 12:00:00,78,15,0.25,2016-03-22
1503960366,2016-03-22 13:00:00,95,24,0.4,2016-03-22
1503960366,2016-03-22 14:00:00,134,44,0.733333,2016-03-22
1503960366,2016-03-22 15:00:00,80,13,0.216667,2016-03-22
1503960366,2016-03-22 16:00:00,71,9,0.15,2016-03-22
1503960366,2016-03-22 17:00:00,107,15,0.25,2016-03-22
1503960366,2016-03-22 18:00:00,109,23,0.383333,2016-03-22
1503960366,2016-03-22 19:00:00,120,22,0.366667,2016-03-22
1503960366,2016-03-22 20:00:00,83,22,0.366667,2016-03-22
1503960366,2016-03-22 21:00:00,74,14,0.233333,2016-03-22
1503960366,2016-03-22 22:00:00,265,117,1.95,2016-03-22
1503960366,2016-03-22 23:00:00,71,10,0.166667,2016-03-22
1503960366,2016-03-23 00:00:00,53,2,0.033333,2016-03-23
1503960366,2016-03-23 01:00:00,53,3,0.05,2016-03-23
1503960366,2016-03-23 02:00:00,54,4,0.066667,2016-03-23
1503960366,2016-03-23 03:00:00,47,0,0.0,2016-03-23
1503960366,2016-03-23 04:00:00,47,0,0.0,2016-03-23
1503960366,2016-03-23 05:00:00,48,0,0.0,2016-03-23
1503960366,2016-03-23 06:00:00,48,0,0.0,2016-03-23
1503960366,2016-03-23 07:00:00,56,6,0.1,2016-03-23
1503960366,2016-03-23 08:00:00,89,25,0.416667,2016-03-23
1503960366,2016-03-23 09:00:00,133,24,0.4,2016-03-23
1503960366,2016-03-23 10:00:00,85,17,0.283333,2016-03-23
1503960366,2016-03-23 11:00:00,83,19,0.316667,2016-03-23
1503960366,2016-03-23 12:00:00,81,17,0.283333,2016-03-23
1503960366,2016-03-23 13:00:00,114,37,0.616667,2016-03-23
1503960366,2016-03-23 14:00:00,176,76,1.266667,2016-03-23
1503960366,2016-03-23 15:00:00,71,11,0.183333,2016-03-23
1503960366,2016-03-23 16:00:00,81,16,0.266667,2016-03-23
1503960366,2016-03-23 17:00:00,78,14,0.233333,2016-03-23
1503960366,2016-03-23 18:00:00,70,8,0.133333,2016-03-23
1503960366,2016-03-23 19:00:00,183,80,1.333333,2016-03-23
1503960366,2016-03-23 20:00:00,113,30,0.5,2016-03-23
1503960366,2016-03-23 21:00:00,57,5,0.083333,2016-03-23
1503960366,2016-03-23 22:00:00,65,10,0.166667,2016-03-23
1503960366,2016-03-23 23:00:00,81,19,0.316667,2016-03-23
1503960366,2016-03-24 00:00:00,82,23,0.383333,2016-03-24
1503960366,2016-03-24 01:00:00,48,0,0.0,2016-03-24
1503960366,2016-03-24 02:00:00,50,1,0.016667,2016-03-24
1503960366,2016-03-24 03:00:00,49,1,0.016667,2016-03-24
1503960366,2016-03-24 04:00:00,47,0,0.0,2016-03-24
1503960366,2016-03-24 05:00:00,49,1,0.016667,2016-03-24
1503960366,2016-03-24 06:00:00,48,0,0.0,2016-03-24
1503960366,2016-03-24 07:00:00,52,3,0.05,2016-03-24
1503960366,2016-03-24 08:00:00,100,36,0.6,2016-03-24
1503960366,2016-03-24 09:00:00,149,43,0.716667,2016-03-24
1503960366,2016-03-24 10:00:00,66,8,0.133333,2016-03-24
1503960366,2016-03-24 11:00:00,63,7,0.116667,2016-03-24
1503960366,2016-03-24 12:00:00,115,39,0.65,2016-03-24
1503960366,2016-03-24 13:00:00,104,36,0.6,2016-03-24
1503960366,2016-03-24 14:00:00,123,41,0.683333,2016-03-24
1503960366,2016-03-24 15:00:00,84,17,0.283333,2016-03-24
1503960366,2016-03-24 16:00:00,84,26,0.433333,2016-03-24
1503960366,2016-03-24 17:00:00,84,14,0.233333,2016-03-24
1503960366,2016-03-24 18:00:00,61,5,0.083333,2016-03-24
1503960366,2016-03-24 19:00:00,59,3,0.05,2016-03-24
1503960366,2016-03-24 20:00:00,225,107,1.783333,2016-03-24
1503960366,2016-03-24 21:00:00,114,29,0.483333,2016-03-24
1503960366,2016-03-24 22:00:00,64,9,0.15,2016-03-24
1503960366,2016-03-24 23:00:00,71,12,0.2,2016-03-24
1503960366,2016-03-25 00:00:00,53,1,0.016667,2016-03-25
1503960366,2016-03-25 01:00:00,58,6,0.1,2016-03-25
1503960366,2016-03-25 02:00:00,49,1,0.016667,2016-03-25
1503960366,2016-03-25 03:00:00,49,1,0.016667,2016-03-25
1503960366,2016-03-25 04:00:00,48,0,0.0,2016-03-25
1503960366,2016-03-25 05:00:00,48,0,0.0,2016-03-25
1503960366,2016-03-25 06:00:00,48,0,0.0,2016-03-25
1503960366,2016-03-25 07:00:00,52,3,0.05,2016-03-25
1503960366,2016-03-25 08:00:00,90,25,0.416667,2016-03-25
1503960366,2016-03-25 09:00:00,125,28,0.466667,2016-03-25
1503960366,2016-03-25 10:00:00,76,14,0.233333,2016-03-25
1503960366,2016-03-25 11:00:00,111,34,0.566667,2016-03-25
1503960366,2016-03-25 12:00:00,61,4,0.066667,2016-03-25
1503960366,2016-03-25 13:00:00,63,7,0.116667,2016-03-25
1503960366,2016-03-25 14:00:00,77,13,0.216667,2016-03-25
1503960366,2016-03-25 15:00:00,54,0,0.0,2016-03-25
1503960366,2016-03-25 16:00:00,82,17,0.283333,2016-03-25
1503960366,2016-03-25 17:00:00,77,14,0.233333,2016-03-25
1503960366,2016-03-25 18:00:00,70,11,0.183333,2016-03-25
1503960366,2016-03-25 19:00:00,62,6,0.1,2016-03-25
1503960366,2016-03-25 20:00:00,171,71,1.183333,2016-03-25
1503960366,2016-03-25 21:00:00,164,52,0.866667,2016-03-25
1503960366,2016-03-25 22:00:00,69,13,0.216667,2016-03-25
1503960366,2016-03-25 23:00:00,62,7,0.116667,2016-03-25
1503960366,2016-03-26 00:00:00,53,2,0.033333,2016-03-26
1503960366,2016-03-26 01:00:00,63,9,0.15,2016-03-26
1503960366,2016-03-26 02:00:00,47,0,0.0,2016-03-26
1503960366,2016-03-26 03:00:00,51,3,0.05,2016-03-26
1503960366,2016-03-26 04:00:00,48,0,0.0,2016-03-26
1503960366,2016-03-26 05:00:00,48,0,0.0,2016-03-26
1503960366,2016-03-26 06:00:00,48,0,0.0,2016-03-26
1503960366,2016-03-26 07:00:00,48,0,0.0,2016-03-26
1503960366,2016-03-26 08:00:00,48,0,0.0,2016-03-26
1503960366,2016-03-26 09:00:00,58,7,0.116667,2016-03-26
1503960366,2016-03-26 10:00:00,82,21,0.35,2016-03-26
1503960366,2016-03-26 11:00:00,62,8,0.133333,2016-03-26
1503960366,2016-03-26 12:00:00,69,12,0.2,2016-03-26
1503960366,2016-03-26 13:00:00,82,21,0.35,2016-03-26
1503960366,2016-03-26 14:00:00,92,15,0.25,2016-03-26
1503960366,2016-03-26 15:00:00,103,29,0.483333,2016-03-26
1503960366,2016-03-26 16:00:00,304,149,2.483333,2016-03-26
1503960366,2016-03-26 17:00:00,197,87,1.45,2016-03-26
1503960366,2016-03-26 18:00:00,226,102,1.7,2016-03-26
1503960366,2016-03-26 19:00:00,75,15,0.25,2016-03-26
1503960366,2016-03-26 20:00:00,71,14,0.233333,2016-03-26
1503960366,2016-03-26 21:00:00,76,19,0.316667,2016-03-26
1503960366,2016-03-26 22:00:00,110,39,0.65,2016-03-26
1503960366,2016-03-26 23:00:00,93,23,0.383333,2016-03-26
1503960366,2016-03-27 00:00:00,52,2,0.033333,2016-03-27
1503960366,2016-03-27 01:00:00,56,5,0.083333,2016-03-27
1503960366,2016-03-27 02:00:00,47,0,0.0,2016-03-27
1503960366,2016-03-27 03:00:00,48,0,0.0,2016-03-27
1503960366,2016-03-27 04:00:00,47,0,0.0,2016-03-27
1503960366,2016-03-27 05:00:00,48,0,0.0,2016-03-27
1503960366,2016-03-27 06:00:00,49,1,0.016667,2016-03-27
1503960366,2016-03-27 07:00:00,50,2,0.033333,2016-03-27
1503960366,2016-03-27 08:00:00,48,0,0.0,2016-03-27
1503960366,2016-03-27 09:00:00,81,20,0.333333,2016-03-27
1503960366,2016-03-27 10:00:00,299,126,2.1,2016-03-27
1503960366,2016-03-27 11:00:00,67,11,0.183333,2016-03-27
1503960366,2016-03-27 12:00:00,61,5,0.083333,2016-03-27
1503960366,2016-03-27 13:00:00,96,28,0.466667,2016-03-27
1503960366,2016-03-27 14:00:00,95,27,0.45,2016-03-27
1503960366,2016-03-27 15:00:00,66,9,0.15,2016-03-27
1503960366,2016-03-27 16:00:00,61,7,0.116667,2016-03-27
1503960366,2016-03-27 17:00:00,76,17,0.283333,2016-03-27
1503960366,2016-03-27 18:00:00,92,28,0.466667,2016-03-27
1503960366,2016-03-27 19:00:00,191,85,1.416667,2016-03-27
1503960366,2016-03-27 20:00:00,84,24,0.4,2016-03-27
1503960366,2016-03-27 21:00:00,90,26,0.433333,2016-03-27
1503960366,2016-03-27 22:00:00,76,15,0.25,2016-03-27
1503960366,2016-03-27 23:00:00,63,8,0.133333,2016-03-27
1503960366,2016-03-28 00:00:00,63,10,0.166667,2016-03-28
1503960366,2016-03-28 01:00:00,50,1,0.016667,2016-03-28
1503960366,2016-03-28 02:00:00,47,0,0.0,2016-03-28
1503960366,2016-03-28 03:00:00,47,0,0.0,2016-03-28
1503960366,2016-03-28 04:00:00,47,0,0.0,2016-03-28
1503960366,2016-03-28 05:00:00,47,0,0.0,2016-03-28
1503960366,2016-03-28 06:00:00,47,0,0.0,2016-03-28
1503960366,2016-03-28 07:00:00,47,0,0.0,2016-03-28
1503960366,2016-03-28 08:00:00,55,4,0.066667,2016-03-28
1503960366,2016-03-28 09:00:00,140,30,0.5,2016-03-28
1503960366,2016-03-28 10:00:00,68,8,0.133333,2016-03-28
1503960366,2016-03-28 11:00:00,70,10,0.166667,2016-03-28
1503960366,2016-03-28 12:00:00,69,9,0.15,2016-03-28
1503960366,2016-03-28 13:00:00,207,70,1.166667,2016-03-28
1503960366,2016-03-28 14:00:00,105,33,0.55,2016-03-28
1503960366,2016-03-28 15:00:00,72,10,0.166667,2016-03-28
1503960366,2016-03-28 16:00:00,68,10,0.166667,2016-03-28
1503960366,2016-03-28 17:00:00,71,14,0.233333,2016-03-28
1503960366,2016-03-28 18:00:00,78,19,0.316667,2016-03-28
1503960366,2016-03-28 19:00:00,209,90,1.5,2016-03-28
1503960366,2016-03-28 20:00:00,99,18,0.3,2016-03-28
1503960366,2016-03-28 21:00:00,62,7,0.116667,2016-03-28
1503960366,2016-03-28 22:00:00,69,12,0.2,2016-03-28
1503960366,2016-03-28 23:00:00,94,26,0.433333,2016-03-28
1503960366,2016-03-29 00:00:00,51,0,0.0,2016-03-29
1503960366,2016-03-29 01:00:00,68,13,0.216667,2016-03-29
1503960366,2016-03-29 02:00:00,50,2,0.033333,2016-03-29
1503960366,2016-03-29 03:00:00,48,0,0.0,2016-03-29
1503960366,2016-03-29 04:00:00,47,0,0.0,2016-03-29
1503960366,2016-03-29 05:00:00,49,1,0.016667,2016-03-29
1503960366,2016-03-29 06:00:00,49,1,0.016667,2016-03-29
